CO,NO2,pm10,pm25,Temperature,Humidity,Wind speed,date,time,CO_AQI,NO2_AQI,pm10_AQI,pm25_AQI,AQI
823,37.8,64,52.1,30,0.67,4.15,10/13/2024,18:00,8,19,55,142,142
757,37.5,66.5,52.8,29,0.69,4.36,10/13/2024,19:00,8,19,57,144,144
671,38.3,67.9,52.4,28,0.72,4.01,10/13/2024,20:00,7,19,57,143,143
700,37.2,54.1,46.7,28,0.74,3.44,10/13/2024,21:00,7,19,51,129,129
913,38.8,48.4,37.3,27,0.76,2.67,10/13/2024,22:00,9,19,45,105,105
1510,38,50.1,36.5,27,0.77,2.4,10/13/2024,23:00,15,19,46,103,103
1260,38.3,56.7,40.9,26,0.78,2.23,10/14/2024,0:00,13,19,52,114,114
1100,38.2,56.4,40.9,26,0.78,2.22,10/14/2024,1:00,11,19,52,114,114
1180,37.6,55.8,40.3,26,0.78,2.16,10/14/2024,2:00,12,19,51,113,113
895,36.6,61.7,42.5,25,0.79,2.04,10/14/2024,3:00,9,18,54,118,118
729,38.3,55.2,38.9,25,0.81,2.04,10/14/2024,4:00,7,19,51,109,109
525,38.9,58.6,41,24.37,0.84,1.99,10/14/2024,5:00,5,20,53,115,115
612,39,46.5,34.1,24,0.85,1.92,10/14/2024,6:00,6,20,43,98,98
1330,38.1,41,32.9,25,0.78,1.97,10/14/2024,7:00,13,19,38,95,95
1190,40.2,55.6,32.9,27,0.71,2.13,10/14/2024,8:00,12,20,51,95,95
739,37.2,48.4,27.7,29,0.66,2.13,10/14/2024,9:00,7,19,45,86,86
977,38.6,51.7,25.6,30,0.59,2,10/14/2024,10:00,10,19,48,82,82
705,35.7,40.4,25.9,30,0.52,2.09,10/14/2024,11:00,7,18,37,82,82
965,40.9,35.6,24.8,31,0.46,2.21,10/14/2024,12:00,10,20,33,80,80
957,34.3,38.2,31,31,0.43,2.6,10/14/2024,13:00,9,17,35,92,92
1050,33.6,37.4,36.6,33,0.42,2.73,10/14/2024,14:00,10,17,35,104,104
924,32.7,29.8,37.5,32,0.47,4.03,10/14/2024,15:00,9,16,28,106,106
927,32.2,28.4,35.6,33,0.56,4.65,10/14/2024,16:00,9,16,26,101,101
1190,36.8,38.2,38.6,32,0.58,4.2,10/14/2024,17:00,12,18,35,109,109
1554.3,37.5,44,39.3,30,0.62,4.45,10/14/2024,18:00,15,19,41,110,110
1149.2,36.9,39.5,37.6,30,0.68,4.66,10/14/2024,19:00,11,18,37,106,106
1150.5,37.8,50.5,41.7,30,0.73,4.32,10/14/2024,20:00,11,19,47,116,116
936.9,34.8,39.8,37.9,29,0.77,4.08,10/14/2024,21:00,9,17,37,107,107
934.7,34,49.6,41.1,28,0.8,3.48,10/14/2024,22:00,9,17,46,115,115
1100,36.2,81.3,56.9,27,0.83,2.58,10/14/2024,23:00,11,18,64,152,152
937.2,36.7,76.9,51.6,28,0.85,1.8,10/15/2024,0:00,9,18,62,141,141
405,35.4,64.1,45.8,27,0.85,1.81,10/15/2024,1:00,4,18,56,126,126
449,35.4,78.9,41.7,26,0.86,1.36,10/15/2024,2:00,4,18,63,116,116
268,35.3,82.5,43.5,26,0.87,1.04,10/15/2024,3:00,3,18,65,121,121
376,35.9,69.4,38.6,24.95,0.87,1.51,10/15/2024,4:00,4,18,58,109,109
277,36.4,51.4,38.1,26,0.88,1.74,10/15/2024,5:00,3,18,48,107,107
789,36.6,61.6,40.6,26,0.89,1.57,10/15/2024,6:00,8,18,54,114,114
1470,43.1,73.8,51.4,26,0.82,0.67,10/15/2024,7:00,15,22,60,140,140
1480,43.1,89.5,64.6,27,0.75,1.46,10/15/2024,8:00,15,22,68,157,157
1140,34.6,103.1,78.8,27,0.67,2.11,10/15/2024,9:00,11,17,75,167,167
1040,29.8,97.5,82.2,28,0.6,2.21,10/15/2024,10:00,10,15,72,170,170
677,31,84.8,70.5,30,0.55,2,10/15/2024,11:00,7,16,66,162,162
864,32.4,60.3,52.6,31,0.51,2.11,10/15/2024,12:00,9,16,54,143,143
581,31.3,47.4,46.4,31,0.5,2.9,10/15/2024,13:00,6,16,44,128,128
853,32.2,41.4,44.8,31,0.53,3.41,10/15/2024,14:00,8,16,38,124,124
782,31.4,53.7,49.8,32,0.59,3.45,10/15/2024,15:00,8,16,50,136,136
660,31.7,44.6,43.6,31,0.64,2.98,10/15/2024,16:00,7,16,41,121,121
1040,32.6,42.8,31.3,27,0.67,2.58,10/15/2024,17:00,10,16,40,92,92
2580,40.1,35.5,26.5,25,0.68,3.54,10/15/2024,18:00,26,20,33,83,83
1880,40,38.6,25.2,25,0.72,3.87,10/15/2024,19:00,19,20,36,81,81
1670,41.8,38,23.1,24,0.75,3.31,10/15/2024,20:00,17,21,35,77,77
1380,39.8,41.9,23.2,25,0.77,2.8,10/15/2024,21:00,14,20,39,77,77
1490,41,44.7,25.6,25,0.78,2.36,10/15/2024,22:00,15,21,41,82,82
1100,35.6,51.5,33,25,0.79,1.82,10/15/2024,23:00,11,18,48,96,96
988,35.5,55.5,36.5,25,0.8,1.19,10/16/2024,0:00,10,18,51,103,103
784,36.6,53.7,34.8,24,0.81,0.22,10/16/2024,1:00,8,18,50,99,99
838,38.7,54.3,31,24,0.82,0.86,10/16/2024,2:00,8,19,51,92,92
664,37.3,53.2,34,25,0.83,1.46,10/16/2024,3:00,7,19,49,97,97
691,37.5,54.6,38.4,25,0.84,1.78,10/16/2024,4:00,7,19,51,108,108
583,37.5,62.1,46,25,0.85,1.87,10/16/2024,5:00,6,19,55,127,127
858,38.5,60.7,42.7,25,0.85,1.96,10/16/2024,6:00,9,19,54,119,119
1060,36.4,40.4,38.4,25,0.8,2.32,10/16/2024,7:00,11,18,37,108,108
1460,40.4,36.6,37,26,0.73,2.59,10/16/2024,8:00,14,20,34,105,105
1110,38.3,40.5,39,27,0.67,2.6,10/16/2024,9:00,11,19,38,110,110
1080,40,48.5,45.4,28,0.61,2.66,10/16/2024,10:00,11,20,45,125,125
804,38.9,51.3,46.5,29,0.55,2.47,10/16/2024,11:00,8,20,48,128,128
842,38.6,57.6,44.9,29,0.51,2.29,10/16/2024,12:00,8,19,52,124,124
605,36.8,40,41.7,31,0.54,3.3,10/16/2024,13:00,6,18,37,116,116
671,37.6,39.7,39.3,30,0.53,3.19,10/16/2024,14:00,7,19,37,110,110
738,37.9,38.7,37.6,30,0.54,2.5,10/16/2024,15:00,7,19,36,106,106
1060,40.2,37.5,38,30,0.58,2.55,10/16/2024,16:00,11,20,35,107,107
1870,38.5,46.2,41.3,30,0.61,3.87,10/16/2024,17:00,19,19,43,115,115
1780,39,52.3,44.7,28,0.65,4.62,10/16/2024,18:00,18,20,48,124,124
1450,37,68.2,52.1,28,0.7,4.15,10/16/2024,19:00,14,19,58,142,142
1210,38,84.6,53.4,27,0.75,3.5,10/16/2024,20:00,12,19,66,145,145
1230,38,86.7,52.1,27,0.78,3.14,10/16/2024,21:00,12,19,67,142,142
1340,40.2,76.2,45.8,27,0.8,2.81,10/16/2024,22:00,13,20,61,126,126
1050,37.9,59.2,47.5,27,0.81,2.58,10/16/2024,23:00,10,19,53,131,131
902,38.8,78.6,49.1,27,0.83,1.99,10/17/2024,0:00,9,19,63,134,134
542,37.3,69.3,47.8,26,0.83,1.3,10/17/2024,1:00,5,19,58,131,131
604,40.3,70.1,47.8,26,0.82,0.95,10/17/2024,2:00,6,20,58,131,131
342,36.7,58.1,39.5,24.95,0.83,1.21,10/17/2024,3:00,3,18,53,111,111
466,38.6,53,32,26,0.84,1.02,10/17/2024,4:00,5,19,49,94,94
795,38.3,70.4,43.2,26,0.85,0.36,10/17/2024,5:00,8,19,59,120,120
1240,41.4,101.5,62.9,26,0.86,0.25,10/17/2024,6:00,12,21,74,156,156
1580,40.2,93,71.4,26,0.81,0.34,10/17/2024,7:00,16,20,70,162,162
1610,41.1,108.6,78.1,27,0.73,0.48,10/17/2024,8:00,16,21,78,167,167
1040,38.6,99.4,72.5,29,0.65,0.71,10/17/2024,9:00,10,19,73,163,163
975,39.6,79.3,56.2,30,0.59,0.94,10/17/2024,10:00,10,20,63,151,151
922,37,73.9,50,30,0.55,0.91,10/17/2024,11:00,9,19,60,137,137
1270,41.2,77.5,49.7,32,0.51,0.98,10/17/2024,12:00,13,21,62,136,136
1150,36.9,87.5,54.2,32,0.49,1.65,10/17/2024,13:00,11,19,67,147,147
1240,41,75.4,49.1,33,0.49,2.06,10/17/2024,14:00,12,21,61,134,134
752,38.4,33.8,39.1,32,0.51,3.39,10/17/2024,15:00,7,19,31,110,110
1240,40.4,42.9,44.4,33,0.59,4.01,10/17/2024,16:00,12,20,40,123,123
895,37.4,69.1,53.9,32,0.63,3.91,10/17/2024,17:00,9,19,58,146,146
1090,38.7,77.3,54.4,31,0.64,3.83,10/17/2024,18:00,11,19,62,148,148
796,37,66.2,48.7,29,0.69,3.85,10/17/2024,19:00,8,19,57,134,134
813,39.2,66.3,48.2,29,0.73,4.03,10/17/2024,20:00,8,20,57,132,132
547,36.7,67,40.4,28,0.76,3.52,10/17/2024,21:00,5,18,57,113,113
773,38.1,64.3,37.4,28,0.79,2.74,10/17/2024,22:00,8,19,56,106,106
525,35.8,50.7,39.5,27,0.81,2.71,10/17/2024,23:00,5,18,47,111,111
677,39.3,47.2,35.4,26,0.83,2.39,10/18/2024,0:00,7,20,44,100,100
400,36.9,68.8,38.3,26,0.84,2.18,10/18/2024,1:00,4,19,58,108,108
423,38.3,110.2,63.8,26,0.85,2.07,10/18/2024,2:00,4,19,78,157,157
278,36,106.8,62.3,26,0.85,1.76,10/18/2024,3:00,3,18,77,156,156
535,40,101.1,56.1,26,0.86,2,10/18/2024,4:00,5,20,74,151,151
442,37.4,107.7,59.1,25,0.87,1.79,10/18/2024,5:00,4,19,77,154,154
950,39.9,110.2,62,26,0.88,1.39,10/18/2024,6:00,9,20,78,156,156
1420,39.2,98.7,59.3,25.82,0.83,1.3,10/18/2024,7:00,14,20,73,154,154
1490,40.7,67.6,51.6,27,0.76,1.63,10/18/2024,8:00,15,20,57,141,141
963,38.6,49.5,40.1,28,0.69,1.76,10/18/2024,9:00,10,19,46,112,112
673,39.3,41,32.5,29,0.6,1.88,10/18/2024,10:00,7,20,38,95,95
299,36.5,46.5,30.5,31,0.55,1.78,10/18/2024,11:00,3,18,43,91,91
576,40.5,43.8,29.1,31,0.52,1.79,10/18/2024,12:00,6,20,41,88,88
377,38.3,40.2,26.5,31,0.52,2.04,10/18/2024,13:00,4,19,37,83,83
805,40.7,34.7,21.2,32.31,0.52,2.21,10/18/2024,14:00,8,20,32,74,74
516,36.7,30.3,23.7,33,0.53,2.69,10/18/2024,15:00,5,18,28,78,78
1040,40.1,15.3,34,33,0.57,3.29,10/18/2024,16:00,10,20,14,97,97
913,37.1,36.5,34.7,32,0.63,3.17,10/18/2024,17:00,9,19,34,99,99
1280,39.2,54.9,31.8,31,0.67,3.15,10/18/2024,18:00,13,20,51,93,93
860,38.3,82.8,36.3,30,0.67,3.85,10/18/2024,19:00,9,19,65,103,103
980,40.4,75.2,39.6,30,0.71,4.5,10/18/2024,20:00,10,20,61,111,111
982,37.3,58.8,37.7,29,0.75,4.15,10/18/2024,21:00,10,19,53,106,106
1160,39.6,74.6,33.3,29,0.78,3.52,10/18/2024,22:00,12,20,61,96,96
1070,36.9,77.4,32.3,28,0.8,3.26,10/18/2024,23:00,11,19,62,94,94
760,37.9,76.5,30.9,27,0.82,2.95,10/19/2024,0:00,8,19,62,92,92
430,36.8,72.6,31.2,25.9,0.84,3.13,10/19/2024,1:00,4,18,60,92,92
393,39.3,70.4,33.5,26,0.86,2.82,10/19/2024,2:00,4,20,59,96,96
234,36.3,66.9,34.8,26,0.87,2.42,10/19/2024,3:00,2,18,57,99,99
364,38.3,53,28.9,26,0.88,2.18,10/19/2024,4:00,4,19,49,88,88
421,36.6,49,32,25.06,0.89,1.98,10/19/2024,5:00,4,18,45,94,94
646,38.4,65.7,32.7,26,0.89,1.86,10/19/2024,6:00,6,19,56,95,95
877,37.8,68.2,28.9,26.13,0.83,1.6,10/19/2024,7:00,9,19,58,88,88
954,39.7,48.7,28.6,28,0.75,1.78,10/19/2024,8:00,9,20,45,87,87
819,38.9,40.4,28.2,30,0.67,1.62,10/19/2024,9:00,8,20,37,87,87
904,41,34.9,30.8,30,0.59,1.95,10/19/2024,10:00,9,21,32,91,91
567,37.5,32.7,33.8,31,0.53,2.2,10/19/2024,11:00,6,19,30,97,97
836,38.7,40.3,31,32,0.5,2.21,10/19/2024,12:00,8,19,37,92,92
589,36.2,45.9,32.5,33,0.5,2.86,10/19/2024,13:00,6,18,43,95,95
802,40,51.7,34.6,33,0.55,3.27,10/19/2024,14:00,8,20,48,99,99
578,37.2,62.1,33.6,32,0.59,3.68,10/19/2024,15:00,6,19,55,97,97
643,39.4,51.5,28.5,30,0.61,3.74,10/19/2024,16:00,6,20,48,87,87
897,37.6,51.8,28.8,30,0.63,3.82,10/19/2024,17:00,9,19,48,88,88
1360,40.5,31.6,31.7,30,0.69,4.39,10/19/2024,18:00,13,20,29,93,93
1130,37.2,36.4,33.2,29,0.73,4.24,10/19/2024,19:00,11,19,34,96,96
957,39.2,41.2,29.3,29,0.77,4.07,10/19/2024,20:00,9,20,38,89,89
1010,38,42,31.7,28,0.79,3.54,10/19/2024,21:00,10,19,39,93,93
997,39.6,59.8,41,28,0.82,2.93,10/19/2024,22:00,10,20,53,115,115
788,37.5,62.1,45,28,0.87,2.16,10/19/2024,23:00,8,19,55,124,124
775,38.4,56.1,39.1,28,0.86,2.01,10/20/2024,0:00,8,19,52,110,110
702,36.5,51.4,36.4,27,0.88,2.07,10/20/2024,1:00,7,18,48,103,103
823,38.6,53,35.4,26,0.87,1.94,10/20/2024,2:00,8,19,49,100,100
451,36.8,51.8,32.8,26,0.86,1.87,10/20/2024,3:00,4,18,48,95,95
625,40.5,52.3,32.5,26,0.88,1.83,10/20/2024,4:00,6,20,48,95,95
623,38,54,36.8,26,0.9,1.81,10/20/2024,5:00,6,19,51,104,104
837,39.1,70.2,46.9,26,0.91,1.44,10/20/2024,6:00,8,20,59,129,129
719,36.2,72.1,49.6,26,0.83,1.08,10/20/2024,7:00,7,18,59,136,136
815,40.6,50.6,39.4,27,0.75,1.14,10/20/2024,8:00,8,20,47,111,111
670,38.5,41.1,31.8,29,0.65,1.74,10/20/2024,9:00,7,19,38,93,93
843,40.8,34.5,32.7,31,0.55,2.51,10/20/2024,10:00,8,20,32,95,95
538,36.8,35.9,34.2,31,0.5,3.18,10/20/2024,11:00,5,18,33,98,98
738,39.9,28.9,32.7,32,0.47,3.59,10/20/2024,12:00,7,20,27,95,95
488,37.7,28.5,32.1,32,0.43,3.7,10/20/2024,13:00,5,19,26,94,94
594,39.3,32,30.6,33,0.43,4.99,10/20/2024,14:00,6,20,30,91,91
386,38,28.4,29,33,0.47,5.06,10/20/2024,15:00,4,19,26,88,88
542,38.1,30.5,30,33,0.46,4.94,10/20/2024,16:00,5,19,28,90,90
636,37.6,39.5,30.9,33,0.56,5.02,10/20/2024,17:00,6,19,37,92,92
776,38.9,42.5,37.7,31,0.64,4.26,10/20/2024,18:00,8,20,39,106,106
783,38,43.3,37.4,30,0.68,3.64,10/20/2024,19:00,8,19,40,106,106
1130,39.6,55.2,40,30,0.72,2.8,10/20/2024,20:00,11,20,51,112,112
1260,37.7,59.4,40.5,29,0.75,2.64,10/20/2024,21:00,13,19,53,113,113
1060,40.4,61.9,41.3,28,0.74,2.31,10/20/2024,22:00,11,20,54,115,115
803,37.6,70.1,46.3,28,0.76,1.58,10/20/2024,23:00,8,19,58,128,128
820,38.9,67.2,44.7,28,0.78,1.39,10/21/2024,0:00,8,20,57,124,124
722,37.9,67.3,45.2,27,0.8,1.52,10/21/2024,1:00,7,19,57,125,125
773,40.8,90.2,57.2,27,0.81,1.79,10/21/2024,2:00,8,20,68,152,152
530,37.2,96.4,64.6,26,0.79,1.58,10/21/2024,3:00,5,19,72,157,157
559,37.8,93.5,65,26,0.78,1.61,10/21/2024,4:00,6,19,70,158,158
551,36,94.5,66.2,26,0.78,1.66,10/21/2024,5:00,5,18,71,159,159
872,39.1,114.2,72.4,26,0.78,1.52,10/21/2024,6:00,9,20,80,163,163
1390,36.7,84.8,69.4,26,0.78,1.52,10/21/2024,7:00,14,18,66,161,161
1780,41.5,83.8,65.9,26,0.71,1.29,10/21/2024,8:00,18,21,65,158,158
1610,40.3,85.2,67.7,29,0.66,1.25,10/21/2024,9:00,16,20,66,160,160
1340,39.4,84.4,69.1,28,0.66,1.8,10/21/2024,10:00,13,20,66,161,161
1010,37.9,73.3,68,29,0.69,2.45,10/21/2024,11:00,10,19,60,160,160
1030,40.1,68.9,59.8,25,0.71,2.38,10/21/2024,12:00,10,20,58,154,154
969,39.7,68.3,51.2,26,0.73,1.51,10/21/2024,13:00,10,20,58,140,140
822,39.4,58.9,43.5,24,0.71,1.46,10/21/2024,14:00,8,20,53,121,121
773,36.4,45.4,37.6,25,0.7,1.72,10/21/2024,15:00,8,18,42,106,106
1380,38.8,45.2,33.8,26,0.69,1.96,10/21/2024,16:00,14,19,42,97,97
1960,37.9,47.2,29.6,26,0.73,2.03,10/21/2024,17:00,19,19,44,89,89
2210,40.1,40.7,28.5,26,0.78,2.26,10/21/2024,18:00,22,20,38,87,87
1990,39.7,55.5,29.4,26,0.75,1.58,10/21/2024,19:00,20,20,51,89,89
1710,39.7,51.2,28.4,25,0.76,0.86,10/21/2024,20:00,17,20,47,87,87
1400,39.6,59,31.8,26,0.77,0.96,10/21/2024,21:00,14,20,53,93,93
1200,39.3,81.3,40.4,25,0.78,1.21,10/21/2024,22:00,12,20,64,113,113
1040,38.9,82.9,47,25,0.79,1.13,10/21/2024,23:00,10,20,65,129,129
1170,39.3,77.6,50.5,25,0.8,1.03,10/22/2024,0:00,12,20,62,138,138
924,37.5,90.6,59.6,24,0.81,1.44,10/22/2024,1:00,9,19,69,154,154
905,39.1,105.4,63.1,25,0.83,1.59,10/22/2024,2:00,9,20,76,156,156
850,38.4,81,58.3,24,0.84,2.04,10/22/2024,3:00,8,19,64,153,153
886,38.6,83.6,61.9,24,0.85,2.28,10/22/2024,4:00,9,19,65,155,155
753,39.1,90.4,69.1,24,0.86,2.1,10/22/2024,5:00,7,20,69,161,161
787,38.2,119,75.5,24,0.87,2.13,10/22/2024,6:00,8,19,83,165,165
1000,39.3,103.8,75.6,24,0.8,2.15,10/22/2024,7:00,10,20,75,165,165
1180,40.1,88.4,72.1,25,0.73,2.96,10/22/2024,8:00,12,20,68,163,163
1030,38.6,68.8,66.6,27,0.65,3.02,10/22/2024,9:00,10,19,58,159,159
1010,40.1,70.5,61.8,28,0.59,2.79,10/22/2024,10:00,10,20,59,155,155
888,38,77.1,66,29,0.54,2.53,10/22/2024,11:00,9,19,62,158,158
917,40.2,73.6,61.2,31,0.51,2.43,10/22/2024,12:00,9,20,60,155,155
684,37.6,39,45.8,32,0.48,2.71,10/22/2024,13:00,7,19,36,126,126
693,38.3,36.2,35.2,32,0.48,2.5,10/22/2024,14:00,7,19,33,100,100
664,37.4,51.4,31.5,33,0.49,1.34,10/22/2024,15:00,7,19,48,93,93
788,38.7,43.9,28.5,33,0.44,1.07,10/22/2024,16:00,8,19,41,87,87
1090,38.4,57.6,35,32,0.53,0.6,10/22/2024,17:00,11,19,52,99,99
1640,38.9,71.3,40.5,31,0.58,0.3,10/22/2024,18:00,16,20,59,113,113
1330,37.7,74.8,43.6,29,0.6,0.59,10/22/2024,19:00,13,19,61,121,121
1280,39.6,70,44.9,29,0.65,1.4,10/22/2024,20:00,13,20,58,124,124
1590,36.5,69.2,44.7,29,0.69,1.3,10/22/2024,21:00,16,18,58,124,124
1880,40.4,78.6,58.8,28,0.67,4.13,10/22/2024,22:00,19,20,63,153,153
1180,39,83.4,66.4,27,0.64,6.17,10/22/2024,23:00,12,20,65,159,159
724,38.8,72,56.1,26,0.64,6.07,10/23/2024,0:00,7,19,59,151,151
580,38,42.8,39.3,27,0.65,5.76,10/23/2024,1:00,6,19,40,110,110
632,40.3,44.7,30.5,26,0.63,5.84,10/23/2024,2:00,6,20,41,91,91
525,38.8,37,24.3,26,0.63,5.62,10/23/2024,3:00,5,19,34,79,79
560,39.1,35.9,21.5,26,0.63,4.67,10/23/2024,4:00,6,20,33,74,74
685,39.1,33.3,20.6,26,0.61,4.79,10/23/2024,5:00,7,20,31,72,72
1000,39.9,31.8,20,25,0.61,4.6,10/23/2024,6:00,10,20,29,71,71
1220,39.2,21.8,21,26,0.6,4.25,10/23/2024,7:00,12,20,20,73,73
1170,40.4,21.8,22.2,27,0.53,5.52,10/23/2024,8:00,12,20,20,75,75
941,38.1,36.4,16.4,27,0.49,5.98,10/23/2024,9:00,9,19,34,65,65
865,39.1,54.7,15.6,28,0.45,6.05,10/23/2024,10:00,9,20,51,63,63
787,38.8,55.7,15.6,28,0.42,5.82,10/23/2024,11:00,8,19,51,63,63
841,39.3,54.4,13.8,30,0.39,5.59,10/23/2024,12:00,8,20,51,60,60
744,38,54.4,14.2,30,0.41,6.33,10/23/2024,13:00,7,19,51,61,61
767,39,54.4,11,30,0.4,5.38,10/23/2024,14:00,8,20,51,55,55
796,39.4,56.5,11.7,30,0.4,5.42,10/23/2024,15:00,8,20,52,56,56
962,39.6,22.9,15.3,30,0.42,5.51,10/23/2024,16:00,10,20,21,63,63
1340,38.6,31.9,15,29,0.45,5.82,10/23/2024,17:00,13,19,30,62,62
1930,39.8,36.9,16.4,28,0.44,6.24,10/23/2024,18:00,19,20,34,65,65
1790,38.2,42.8,21.4,27,0.49,5.38,10/23/2024,19:00,18,19,40,74,74
1840,41.3,41.4,25.2,26,0.51,4.7,10/23/2024,20:00,18,21,38,81,81
1680,40.7,41.8,27,26,0.53,4.12,10/23/2024,21:00,17,20,39,84,84
1400,41,48.5,32.9,25,0.54,3.46,10/23/2024,22:00,14,21,45,95,95
1140,39.6,54,33,26,0.56,2.24,10/23/2024,23:00,11,20,50,96,96
1050,40,54.5,32.9,24,0.57,2.13,10/24/2024,0:00,10,20,51,95,95
817,40.3,59.4,38,23,0.58,1.95,10/24/2024,1:00,8,20,53,107,107
699,40.6,53,29.9,24,0.59,1.84,10/24/2024,2:00,7,20,49,90,90
635,38.1,47.8,23.3,23,0.61,2.06,10/24/2024,3:00,6,19,44,77,77
578,39.2,44.4,19,23,0.63,1.8,10/24/2024,4:00,6,20,41,69,69
720,42.1,45.3,20.7,22,0.64,1.87,10/24/2024,5:00,7,21,42,73,73
903,42.7,49.3,28.7,21,0.65,1.3,10/24/2024,6:00,9,21,46,88,88
1130,43.4,53.6,35.7,21,0.63,1.58,10/24/2024,7:00,11,22,50,101,101
1500,42.1,56.6,43.8,22,0.57,2.39,10/24/2024,8:00,15,21,52,121,121
1250,42.2,55,46.8,25,0.52,2.41,10/24/2024,9:00,12,21,51,129,129
958,41,41.5,39.2,27,0.47,2.78,10/24/2024,10:00,10,21,38,110,110
840,40.4,29.7,27.7,29,0.44,2.61,10/24/2024,11:00,8,20,27,86,86
761,40.3,27,20,30,0.41,2.53,10/24/2024,12:00,8,20,25,71,71
664,38.9,23.2,19.9,31,0.36,3.04,10/24/2024,13:00,7,20,21,71,71
687,38.2,29,24.3,31,0.34,2.97,10/24/2024,14:00,7,19,27,79,79
704,37.5,32,27,31,0.33,2.6,10/24/2024,15:00,7,19,30,84,84
783,38,44.6,28.9,31,0.35,2.07,10/24/2024,16:00,8,19,41,88,88
1290,38.5,48.5,26.9,30,0.41,1.17,10/24/2024,17:00,13,19,45,84,84
2600,40.7,60.2,31.7,28,0.47,1.09,10/24/2024,18:00,26,20,54,93,93
2470,40.3,60.1,38,26,0.42,2.36,10/24/2024,19:00,25,20,54,107,107
2940,43.4,73.2,43.9,25,0.42,1.78,10/24/2024,20:00,29,22,60,122,122
3740,46.8,97.2,59.7,24.61,0.43,1.78,10/24/2024,21:00,37,23,72,154,154
3030,47.7,118.4,72.2,23,0.45,2.22,10/24/2024,22:00,30,24,82,163,163
2660,46,98.4,71.9,22,0.47,2.04,10/24/2024,23:00,26,23,72,162,162
2170,45.7,122.6,84.4,22,0.49,1.85,10/25/2024,0:00,22,23,84,171,171
2000,46.5,114.7,95.1,22,0.5,2.17,10/25/2024,1:00,20,23,81,179,179
1350,40.9,127.3,97,20,0.52,2.07,10/25/2024,2:00,13,21,87,180,180
1400,45.1,113.8,83.7,19,0.54,2.29,10/25/2024,3:00,14,23,80,171,171
1110,42.4,114,80.8,19,0.56,2.22,10/25/2024,4:00,11,21,80,169,169
1130,43.5,123.6,84.8,19,0.57,2.07,10/25/2024,5:00,11,22,85,172,172
1060,42.3,126.9,83.7,18,0.59,1.84,10/25/2024,6:00,11,21,87,171,171
1460,43.2,106.3,88.8,18,0.59,2.24,10/25/2024,7:00,14,22,76,174,174
1680,42.8,105.6,85.3,20,0.53,2.62,10/25/2024,8:00,17,21,76,172,172
1420,40.1,107,84.5,23,0.47,2.37,10/25/2024,9:00,14,20,77,171,171
1020,40.1,97.2,80.5,25,0.36,2.59,10/25/2024,10:00,10,20,72,169,169
959,39,67.6,68.9,27,0.29,3.51,10/25/2024,11:00,10,20,57,160,160
857,38.2,64.1,60.6,29,0.27,4.11,10/25/2024,12:00,9,19,55,155,155
769,37.5,47.2,48.4,31,0.25,3.97,10/25/2024,13:00,8,19,44,133,133
674,38.4,44.6,47,31,0.23,3.7,10/25/2024,14:00,7,19,41,129,129
717,37.9,42,42,31,0.23,3.78,10/25/2024,15:00,7,19,39,117,117
748,37.7,40.5,38.9,31,0.27,3.24,10/25/2024,16:00,7,19,37,109,109
1620,39.9,47.2,35.2,30,0.33,2.25,10/25/2024,17:00,16,20,44,100,100
2510,41.1,58.4,35.4,29,0.37,1.8,10/25/2024,18:00,25,21,53,100,100
3120,46.1,60.5,39.1,27,0.38,2.39,10/25/2024,19:00,31,23,54,110,110
3470,47.6,77.5,49.4,24,0.39,2.83,10/25/2024,20:00,34,24,62,135,135
3640,47.6,88.2,60.7,24,0.39,3.15,10/25/2024,21:00,36,24,67,155,155
3110,46.8,116.8,73.5,23,0.42,3.37,10/25/2024,22:00,31,23,82,164,164
2860,47.1,114.4,83.3,22,0.44,2.96,10/25/2024,23:00,28,24,80,170,170
2400,46.4,112.5,83.6,21,0.45,2.51,10/26/2024,0:00,24,23,79,171,171
1790,45.1,113.7,87.7,21,0.47,2.21,10/26/2024,1:00,18,23,80,174,174
1350,42.2,113.3,94.5,20,0.49,2.54,10/26/2024,2:00,13,21,80,178,178
1260,41.8,112.2,87.9,20,0.5,2.71,10/26/2024,3:00,13,21,79,174,174
925,40.6,114.4,81.5,19,0.52,3.21,10/26/2024,4:00,9,20,80,169,169
992,41,82.2,70.5,20,0.55,3.74,10/26/2024,5:00,10,21,64,162,162
1030,42,111.5,73.2,20,0.62,3.5,10/26/2024,6:00,10,21,79,163,163
1110,41.2,97,84.1,20,0.65,3.4,10/26/2024,7:00,11,21,72,171,171
1270,40.9,88.9,76.5,23,0.56,3.79,10/26/2024,8:00,13,21,68,166,166
1330,40.8,68,65.5,25,0.47,3.84,10/26/2024,9:00,13,20,57,158,158
1140,40.4,63.8,57.7,28,0.4,3.83,10/26/2024,10:00,11,20,55,153,153
1020,40,52.1,50.3,29,0.34,4.1,10/26/2024,11:00,10,20,48,137,137
817,38.3,34.4,40,30,0.29,4.44,10/26/2024,12:00,8,19,32,112,112
853,39.4,29.1,36.9,31,0.27,5.29,10/26/2024,13:00,8,20,27,104,104
672,39.3,30.1,35.8,32,0.25,5.79,10/26/2024,14:00,7,20,28,102,102
744,40.3,29.5,32.1,32,0.24,5.69,10/26/2024,15:00,7,20,27,94,94
822,39.9,25.1,28.1,31,0.27,5,10/26/2024,16:00,8,20,23,86,86
