CO,NO2,pm10,pm25,Temperature,Humidity,Wind speed,date,time,CO_AQI,NO2_AQI,pm10_AQI,pm25_AQI,AQI
2220,38.2,30.5,15.9,28,0.78,3.72,9/30/2024,18:00,22,19,28,64,64
2340,39.1,38.2,18.2,27,0.82,3.2,9/30/2024,19:00,23,20,35,68,68
1740,36.4,74.7,17.7,27,0.84,2.95,9/30/2024,20:00,17,18,61,67,67
1350,39.3,78.1,21.4,27,0.87,2.64,9/30/2024,21:00,13,20,62,74,74
1170,37.9,63.6,25.9,27,0.89,2.37,9/30/2024,22:00,12,19,55,82,82
1140,38.2,41.8,21.4,27,0.91,2.25,9/30/2024,23:00,11,19,39,74,74
1060,38,44.2,21.6,27,0.92,2.04,10/1/2024,0:00,11,19,41,74,74
1110,39.2,74,41.2,27,0.94,2.35,10/1/2024,1:00,11,20,60,115,115
810,37.4,52.9,44.8,27,0.95,2.29,10/1/2024,2:00,8,19,49,124,124
927,39,60.2,46.6,27,0.94,1.84,10/1/2024,3:00,9,20,54,128,128
615,37.5,69.5,51.1,27,0.94,1.57,10/1/2024,4:00,6,19,58,139,139
812,38.9,58.4,44.1,27,0.94,1.65,10/1/2024,5:00,8,20,53,122,122
861,39,48.6,37.6,26,0.93,1.75,10/1/2024,6:00,9,20,45,106,106
2680,40.4,56.3,45.2,27,0.87,1.73,10/1/2024,7:00,27,20,52,125,125
2480,38.5,46.9,48.8,28,0.77,3.81,10/1/2024,8:00,25,19,43,134,134
1670,39,26.2,38.8,29,0.76,6.22,10/1/2024,9:00,17,20,24,109,109
1250,35.9,33.2,43.7,30,0.7,6.91,10/1/2024,10:00,12,18,31,121,121
1160,38.4,35.7,45.5,32,0.64,7.54,10/1/2024,11:00,12,19,33,126,126
822,36.9,24.9,36.4,34,0.6,7.82,10/1/2024,12:00,8,19,23,103,103
1030,38.6,36.6,42.6,33,0.66,7.61,10/1/2024,13:00,10,19,34,118,118
762,36.2,25,36.2,30,0.64,7.68,10/1/2024,14:00,8,18,23,103,103
965,38.3,20.2,27.1,30,0.63,7.71,10/1/2024,15:00,10,19,19,85,85
948,36.7,20.1,23.2,29,0.66,7.23,10/1/2024,16:00,9,18,19,77,77
1300,38.6,24.8,17.7,28,0.68,6.64,10/1/2024,17:00,13,19,23,67,67
1300,37.3,31.3,15,27,0.68,6.07,10/1/2024,18:00,13,19,29,62,62
1370,38.1,35.7,11.6,27,0.67,6.7,10/1/2024,19:00,14,19,33,56,56
1080,38.7,36.3,12.9,25,0.66,6.2,10/1/2024,20:00,11,19,34,58,58
988,38.2,35.6,10.4,26,0.66,5.3,10/1/2024,21:00,10,19,33,53,53
645,36.6,34.1,7.3,24,0.66,4.37,10/1/2024,22:00,6,18,32,40,40
677,38,32,6.5,25,0.65,4,10/1/2024,23:00,7,19,30,36,36
354,37.1,31.7,5.1,25,0.65,3.9,10/2/2024,0:00,4,19,29,28,29
498,37.5,32.4,13.1,25,0.72,3.47,10/2/2024,1:00,5,19,30,58,58
327,35.9,32.2,13,24,0.71,3.42,10/2/2024,2:00,3,18,30,58,58
482,37.8,31.8,10.5,24,0.71,3.58,10/2/2024,3:00,5,19,29,54,54
328,37,31.8,8.9,24,0.71,3.43,10/2/2024,4:00,3,19,29,49,49
433,38.2,35.8,8.7,24,0.71,2.95,10/2/2024,5:00,4,19,33,48,48
396,37.2,34.4,6.7,24,0.72,2.73,10/2/2024,6:00,4,19,32,37,37
805,38.8,27,10.3,24,0.73,2.9,10/2/2024,7:00,8,19,25,53,53
748,36.4,24.9,12.1,25,0.71,2.98,10/2/2024,8:00,7,18,23,57,57
802,38,18.2,10.3,25,0.66,3.6,10/2/2024,9:00,8,19,17,53,53
558,36.7,19.3,13.2,26,0.58,4.48,10/2/2024,10:00,6,18,18,59,59
734,39.4,20,16.6,27,0.53,4.8,10/2/2024,11:00,7,20,19,65,65
641,36.4,19.7,13.9,27,0.5,4.58,10/2/2024,12:00,6,18,18,60,60
810,39.7,19.4,15.2,28,0.48,4.7,10/2/2024,13:00,8,20,18,62,62
625,38,19.7,16.7,29,0.48,4.15,10/2/2024,14:00,6,19,18,65,65
710,40.5,22,14.2,29,0.48,3.7,10/2/2024,15:00,7,20,20,61,61
744,37.2,22.7,18.5,29,0.51,3.45,10/2/2024,16:00,7,19,21,69,69
1200,39.6,27.9,16.4,28,0.59,3.6,10/2/2024,17:00,12,20,26,65,65
1420,37.8,31.9,13.6,27,0.61,4.22,10/2/2024,18:00,14,19,30,59,59
1710,40,38.3,21.6,26,0.61,4.18,10/2/2024,19:00,17,20,35,74,74
1400,38.4,58.5,29.2,25,0.61,4.01,10/2/2024,20:00,14,19,53,88,88
1410,40.3,55.4,28.8,24,0.62,3.47,10/2/2024,21:00,14,20,51,88,88
1160,37.8,59.1,28.3,24,0.65,2.41,10/2/2024,22:00,12,19,53,87,87
1210,40.6,70.3,31,24,0.66,1.69,10/2/2024,23:00,12,20,59,92,92
866,38.5,76,38.6,24,0.66,1.28,10/3/2024,0:00,9,19,61,109,109
836,39,61.5,38.9,24,0.65,1.43,10/3/2024,1:00,8,20,54,109,109
688,38,59.1,38.5,24,0.66,1.43,10/3/2024,2:00,7,19,53,108,108
687,39.3,53,29.9,24,0.67,1.52,10/3/2024,3:00,7,20,49,90,90
422,38,48.9,27.7,24,0.68,1.76,10/3/2024,4:00,4,19,45,86,86
522,39.6,50,29,23,0.69,2.03,10/3/2024,5:00,5,20,46,88,88
583,38.7,46.2,29.2,22,0.71,2.23,10/3/2024,6:00,6,19,43,88,88
1130,41,43,37.2,22,0.69,2.71,10/3/2024,7:00,11,21,40,105,105
1010,38,30.6,32.7,24,0.56,4.88,10/3/2024,8:00,10,19,28,95,95
953,39.9,24.9,24.7,26,0.48,5.91,10/3/2024,9:00,9,20,23,80,80
638,37.8,22.9,23.7,26,0.44,5.69,10/3/2024,10:00,6,19,21,78,78
737,40.2,23.9,25.2,27,0.41,5.23,10/3/2024,11:00,7,20,22,81,81
574,37.5,20.8,21.9,28,0.4,4.82,10/3/2024,12:00,6,19,19,75,75
637,38.6,18.5,18.8,28,0.38,4.81,10/3/2024,13:00,6,19,17,69,69
479,38.1,18.4,15.5,29,0.37,4.56,10/3/2024,14:00,5,19,17,63,63
623,39.2,20.9,18.4,30,0.38,4.29,10/3/2024,15:00,6,20,19,68,68
650,37.9,22.5,20.2,29,0.43,3.66,10/3/2024,16:00,6,19,21,72,72
1270,40.5,32.8,19.2,29,0.52,3.07,10/3/2024,17:00,13,20,30,70,70
1650,39.7,41.9,21,28,0.53,2.62,10/3/2024,18:00,16,20,39,73,73
1940,41.1,56.3,29.5,26,0.54,2.44,10/3/2024,19:00,19,21,52,89,89
2040,40.1,65.2,40.3,25,0.56,2.32,10/3/2024,20:00,20,20,56,113,113
2810,44.4,62.9,39.4,24,0.6,1.91,10/3/2024,21:00,28,22,55,111,111
2480,43.4,68.8,44.2,23,0.65,1.54,10/3/2024,22:00,25,22,58,122,122
2340,43.1,92.4,62.6,24,0.68,1.44,10/3/2024,23:00,23,22,69,156,156
1880,43.3,97,70.9,23,0.7,1.59,10/4/2024,0:00,19,22,72,162,162
1690,44.4,115.9,86.2,23,0.73,1.09,10/4/2024,1:00,17,22,81,173,173
1280,42.2,108.8,93.8,23,0.75,1.51,10/4/2024,2:00,13,21,78,178,178
1170,40.6,119.2,97.6,22,0.77,1.7,10/4/2024,3:00,12,20,83,181,181
891,38.7,113.7,93.3,21,0.77,1.78,10/4/2024,4:00,9,19,80,177,177
858,40.3,117,88.6,21,0.76,1.85,10/4/2024,5:00,9,20,82,174,174
697,39.3,123.8,82.8,21,0.75,1.65,10/4/2024,6:00,7,20,85,170,170
1090,39,105.4,84.2,21,0.69,1.65,10/4/2024,7:00,11,20,76,171,171
1140,38.5,79.7,68.4,23,0.59,2.24,10/4/2024,8:00,11,19,63,160,160
1090,40.8,69.3,61,25,0.53,2.67,10/4/2024,9:00,11,20,58,155,155
647,38.5,68.1,55.8,27,0.48,2.66,10/4/2024,10:00,6,19,58,151,151
720,40.5,47,40.5,28,0.45,2.5,10/4/2024,11:00,7,20,44,113,113
596,37.5,54.9,45.9,29,0.42,2.24,10/4/2024,12:00,6,19,51,127,127
630,39.7,52.5,44.5,30,0.4,2.21,10/4/2024,13:00,6,20,49,123,123
515,35.9,59.8,47.2,30,0.39,1.78,10/4/2024,14:00,5,18,53,130,130
738,39.4,64.6,38.3,30,0.39,1.64,10/4/2024,15:00,7,20,56,108,108
742,37.7,63.3,36.7,30,0.41,1.46,10/4/2024,16:00,7,19,55,104,104
1880,41.4,68.3,36.5,30,0.5,1.33,10/4/2024,17:00,19,21,58,103,103
2980,41.7,85,44.2,28,0.52,1.74,10/4/2024,18:00,30,21,66,122,122
2600,44.4,92.8,50.5,26,0.57,2.26,10/4/2024,19:00,26,22,70,138,138
1640,40.6,105.8,65.5,26,0.63,2.81,10/4/2024,20:00,16,20,76,158,158
1310,41.5,126.2,76.9,25,0.65,2.8,10/4/2024,21:00,13,21,86,166,166
1420,39.1,98.5,69.3,26,0.67,2.53,10/4/2024,22:00,14,20,73,161,161
1260,40.1,119,72.1,24,0.68,2.14,10/4/2024,23:00,13,20,83,163,163
877,39.7,108.3,71.2,23,0.69,1.64,10/5/2024,0:00,9,20,77,162,162
896,40,110,71.2,23,0.66,0.86,10/5/2024,1:00,9,20,78,162,162
689,39.1,93.1,67.2,22,0.67,0.21,10/5/2024,2:00,7,20,70,159,159
969,41.8,93.3,67.7,22,0.67,0.99,10/5/2024,3:00,10,21,70,160,160
909,40.5,135.9,86.4,21,0.69,1,10/5/2024,4:00,9,20,91,173,173
1060,40.7,125.8,114,21,0.69,1.13,10/5/2024,5:00,11,20,86,192,192
968,41,132.6,116,21,0.71,1.6,10/5/2024,6:00,10,21,89,193,193
1220,41.7,102.4,126,21,0.69,1.8,10/5/2024,7:00,12,21,74,201,201
1200,40,116.7,124,23,0.62,2.3,10/5/2024,8:00,12,20,82,199,199
1320,42.2,107.2,113,26,0.56,2.74,10/5/2024,9:00,13,21,77,191,191
979,38.5,105.6,93.9,27,0.51,2.74,10/5/2024,10:00,10,19,76,178,178
917,41.1,105.7,80.1,29,0.47,2.69,10/5/2024,11:00,9,21,76,168,168
634,38.9,83.5,62.5,30,0.43,2.43,10/5/2024,12:00,6,20,65,156,156
724,40.5,92.8,55.4,31,0.41,2.05,10/5/2024,13:00,7,20,70,150,150
570,38.6,86.5,48.9,31,0.39,1.78,10/5/2024,14:00,6,19,67,134,134
707,40.7,75.7,45.1,31,0.39,1.39,10/5/2024,15:00,7,20,61,125,125
714,37.9,67.9,39,32,0.4,1.1,10/5/2024,16:00,7,19,57,110,110
1540,41.3,77.5,41.6,31,0.49,0.76,10/5/2024,17:00,15,21,62,116,116
1980,39.4,82.5,42.9,30,0.51,1.13,10/5/2024,18:00,20,20,65,119,119
2860,45.5,96.3,50.4,28,0.55,1.84,10/5/2024,19:00,28,23,71,138,138
2690,43.4,136.7,83.8,26,0.6,2.21,10/5/2024,20:00,27,22,91,171,171
2220,43,113.3,93.2,26,0.64,2.65,10/5/2024,21:00,22,22,80,177,177
2320,40.6,123.2,95.5,25,0.66,2.47,10/5/2024,22:00,23,20,85,179,179
2150,41.8,122.1,94.2,25,0.67,2.05,10/5/2024,23:00,21,21,84,178,178
1320,38.4,122.3,81.9,24,0.67,1.35,10/6/2024,0:00,13,19,84,170,170
1040,41.6,121.4,74.9,24,0.67,0.7,10/6/2024,1:00,10,21,84,165,165
984,41,108.5,70.8,24,0.67,0.32,10/6/2024,2:00,10,21,77,162,162
1010,41.2,105.8,68.9,22,0.68,1.07,10/6/2024,3:00,10,21,76,160,160
1100,41.6,128.5,77,22,0.7,1.51,10/6/2024,4:00,11,21,87,166,166
1180,42.5,128.3,88.6,21,0.71,1.8,10/6/2024,5:00,12,21,87,174,174
1060,41.6,140,95.2,21,0.73,2.02,10/6/2024,6:00,11,21,93,179,179
1200,39.7,109.7,107,22,0.72,2.2,10/6/2024,7:00,12,20,78,187,187
1060,40,107,101,23,0.64,2.65,10/6/2024,8:00,11,20,77,183,183
1090,40.2,104.6,103,26,0.58,2.84,10/6/2024,9:00,11,20,76,184,184
955,39.3,99.3,94.4,28,0.53,2.9,10/6/2024,10:00,9,20,73,178,178
1000,40.7,103.7,83.6,30,0.47,2.9,10/6/2024,11:00,10,20,75,171,171
685,38.5,80.3,61.6,31,0.43,2.71,10/6/2024,12:00,7,19,64,155,155
763,40.6,81.5,54.9,32,0.44,2.68,10/6/2024,13:00,8,20,64,149,149
594,37.2,81.2,48.9,32,0.44,2.37,10/6/2024,14:00,6,19,64,134,134
711,39.8,59.3,37.3,32,0.44,1.98,10/6/2024,15:00,7,20,53,105,105
745,36.7,71,39.6,33,0.45,1.55,10/6/2024,16:00,7,18,59,111,111
1200,40.6,67.5,38.1,32,0.53,0.89,10/6/2024,17:00,12,20,57,107,107
1970,39.7,81.7,46.2,31,0.56,1.34,10/6/2024,18:00,20,20,64,127,127
1840,40.2,112.5,57.7,29,0.58,1.69,10/6/2024,19:00,18,20,79,153,153
1720,39.9,109.5,57.3,28,0.61,1.27,10/6/2024,20:00,17,20,78,152,152
1390,40.1,136.3,80,27,0.64,0.7,10/6/2024,21:00,14,20,91,168,168
1600,39,118.2,87.1,26,0.66,0.97,10/6/2024,22:00,16,20,82,173,173
2340,42.7,125.9,98.4,25,0.68,0.68,10/6/2024,23:00,23,21,86,181,181
2270,42.7,130.2,113,25,0.69,0.14,10/7/2024,0:00,23,21,88,191,191
2220,45.7,126.9,119,24,0.71,1.15,10/7/2024,1:00,22,23,87,196,196
1600,39.5,123,137,24,0.72,2.02,10/7/2024,2:00,16,20,85,212,212
1160,39.8,119.5,149,23,0.74,2.51,10/7/2024,3:00,12,20,83,224,224
983,40.3,121,131,24,0.75,2.67,10/7/2024,4:00,10,20,84,206,206
961,41.6,126.2,117,24,0.76,2.71,10/7/2024,5:00,10,21,86,194,194
897,38.2,132.1,110,23,0.77,2.83,10/7/2024,6:00,9,19,89,189,189
1330,39.9,109.8,98.1,23.74,0.75,3.02,10/7/2024,7:00,13,20,78,181,181
1530,39,99.4,80.1,25.89,0.66,3.75,10/7/2024,8:00,15,20,73,168,168
1110,38.9,100.1,82.1,27.91,0.58,3.9,10/7/2024,9:00,11,20,73,170,170
988,39.1,101,77.8,29.77,0.5,4.14,10/7/2024,10:00,10,20,74,167,167
895,39.6,74.9,64.8,30.99,0.45,4.12,10/7/2024,11:00,9,20,61,158,158
720,38.7,71.5,54.5,31.87,0.42,3.81,10/7/2024,12:00,7,19,59,148,148
737,39.7,73.8,53.8,32.49,0.41,3.51,10/7/2024,13:00,7,20,60,146,146
593,38.1,52.6,44.2,32.79,0.4,3.32,10/7/2024,14:00,6,19,49,122,122
688.1,38.8,57.3,43.6,32.81,0.4,2.99,10/7/2024,15:00,7,19,52,121,121
1096.4,37.8,40.7,25.7,32.44,0.42,2.6,10/7/2024,16:00,11,19,38,82,82
1730,40.7,104.9,56.3,30.81,0.51,1.64,10/7/2024,17:00,17,20,76,152,152
2030,40,95.3,51.1,28.78,0.54,1.57,10/7/2024,18:00,20,20,71,139,139
2990,40.9,80.9,53.9,27.59,0.58,2.56,10/7/2024,19:00,30,21,64,146,146
2960,42.4,85,59.2,26.99,0.62,2.7,10/7/2024,20:00,29,21,66,154,154
2170,42,95.3,69.9,28,0.66,2.1,10/7/2024,21:00,22,21,71,161,161
2010,39,116.1,85.6,28,0.67,1.33,10/7/2024,22:00,20,20,81,172,172
1830,40.6,119.5,96.2,26,0.67,0.18,10/7/2024,23:00,18,20,83,180,180
1580,39.5,122.1,111,26,0.67,1.03,10/8/2024,0:00,16,20,84,190,190
1500,40.5,122.1,119,26,0.69,1.48,10/8/2024,1:00,15,20,84,196,196
1260,39.5,113.6,112,26,0.69,2.12,10/8/2024,2:00,13,20,80,191,191
1020,41,110.3,95.8,26,0.67,2.45,10/8/2024,3:00,10,21,78,179,179
872,40,104.1,78.2,26,0.65,2.67,10/8/2024,4:00,9,20,75,167,167
804,41.5,75.1,68.2,26,0.66,2.91,10/8/2024,5:00,8,21,61,160,160
833,39.6,77.4,57.4,25,0.68,2.81,10/8/2024,6:00,8,20,62,152,152
1520,41.5,64,54.5,26,0.68,3.02,10/8/2024,7:00,15,21,55,148,148
1340,41.1,63.7,48.7,27,0.55,4.84,10/8/2024,8:00,13,21,55,134,134
1080,39.7,51.8,44.3,28,0.5,5.03,10/8/2024,9:00,11,20,48,123,123
920,38.2,52.8,46.9,29,0.47,4.74,10/8/2024,10:00,9,19,49,129,129
856,38.6,68.1,51.7,29,0.44,4.31,10/8/2024,11:00,8,19,58,141,141
787,38.2,52,44.4,30,0.42,3.68,10/8/2024,12:00,8,19,48,123,123
829,38.6,49.2,40.3,31,0.41,3.64,10/8/2024,13:00,8,19,46,113,113
710,36,56.2,40.9,32,0.4,3.2,10/8/2024,14:00,7,18,52,114,114
845,38.4,54.5,39.4,32,0.4,2.81,10/8/2024,15:00,8,19,51,111,111
920,39.9,62,43.4,32,0.42,2.56,10/8/2024,16:00,9,20,54,120,120
1860,40.9,75.3,44.7,31,0.5,1.93,10/8/2024,17:00,18,21,61,124,124
2160,39,76.3,41.9,30,0.52,2.04,10/8/2024,18:00,21,20,62,117,117
2420,41.8,65.7,50.2,29,0.59,3.27,10/8/2024,19:00,24,21,56,137,137
2620,40.7,85.2,63.1,28,0.64,3.23,10/8/2024,20:00,26,20,66,156,156
1990,39.6,112.3,74.6,27,0.69,2.52,10/8/2024,21:00,20,20,79,164,164
1330,38.6,113.8,80,27,0.71,1.99,10/8/2024,22:00,13,19,80,168,168
1110,39.6,110.3,85.5,27,0.71,1.47,10/8/2024,23:00,11,20,78,172,172
885,39,111.8,89.2,27,0.71,0.73,10/9/2024,0:00,9,20,79,175,175
696,39.2,113.9,80.4,26,0.73,0.61,10/9/2024,1:00,7,20,80,168,168
675,39.8,111.3,77.6,26,0.74,0.19,10/9/2024,2:00,7,20,79,166,166
669,39.6,118.7,75.7,26,0.74,0.62,10/9/2024,3:00,7,20,83,165,165
795,39.4,114.2,84,25,0.74,0.92,10/9/2024,4:00,8,20,80,171,171
898,40.6,123.1,108,25,0.74,1.24,10/9/2024,5:00,9,20,85,188,188
976,39.7,129.3,120,24,0.75,1.17,10/9/2024,6:00,10,20,88,196,196
1300,40.9,108.8,114,24,0.71,0.63,10/9/2024,7:00,13,21,78,192,192
1270,40.4,108.9,106,26,0.63,1.11,10/9/2024,8:00,13,20,78,186,186
973,39.8,115.2,87.8,27,0.55,2.23,10/9/2024,9:00,10,20,81,174,174
794,38.3,78.8,57.4,28,0.5,3.08,10/9/2024,10:00,8,19,63,152,152
730,39.2,52.2,44.6,28,0.47,3.31,10/9/2024,11:00,7,20,48,123,123
752,39.7,61.5,46.9,29,0.45,3.12,10/9/2024,12:00,7,20,54,129,129
702,39,59.7,50.9,30,0.44,3.07,10/9/2024,13:00,7,20,53,139,139
687,37.9,71,54.1,30,0.43,2.97,10/9/2024,14:00,7,19,59,147,147
706,38.5,61.3,52,30,0.43,3,10/9/2024,15:00,7,19,54,142,142
888,39.2,74.6,55.4,29,0.47,2.78,10/9/2024,16:00,9,20,61,150,150
1170,39.4,84.1,62.8,29,0.5,2.67,10/9/2024,17:00,12,20,65,156,156
1700,38.3,82.4,66.5,28,0.52,3,10/9/2024,18:00,17,19,65,159,159
1710,38.2,119.6,76.1,27,0.52,2.85,10/9/2024,19:00,17,19,83,165,165
1280,39.2,107.8,89.6,26,0.64,3.3,10/9/2024,20:00,13,20,77,175,175
1390,38.4,127.5,99.3,26,0.72,3.22,10/9/2024,21:00,14,19,87,182,182
1270,38.9,128.7,104,25,0.73,3.2,10/9/2024,22:00,13,20,87,185,185
2060,41.6,130,109,25,0.73,2.78,10/9/2024,23:00,20,21,88,189,189
1660,42.5,132.7,120,24,0.73,2.36,10/10/2024,0:00,16,21,89,196,196
1370,41.6,119.5,130,25,0.74,2.07,10/10/2024,1:00,14,21,83,205,205
1080,39.8,133.4,127,24,0.75,1.85,10/10/2024,2:00,11,20,90,202,202
861,40.9,133,122,23,0.75,1.81,10/10/2024,3:00,9,21,90,198,198
876,40.1,139.4,121,23,0.76,1.71,10/10/2024,4:00,9,20,93,197,197
873,37.8,144.1,118,23,0.76,1.51,10/10/2024,5:00,9,19,95,195,195
1070,40.8,131.4,119,22,0.77,1.24,10/10/2024,6:00,11,20,89,196,196
1550,41.8,108.4,127,23,0.72,0.85,10/10/2024,7:00,15,21,77,202,202
1690,40.8,108.7,136,24,0.65,0.49,10/10/2024,8:00,17,20,78,211,211
1480,40.8,110.4,132,26,0.57,0.59,10/10/2024,9:00,15,20,78,207,207
1120,39.5,110.3,130,27,0.5,1.25,10/10/2024,10:00,11,20,78,205,205
961,39.5,111.9,123,28,0.44,1.73,10/10/2024,11:00,10,20,79,198,198
803,38.9,112.5,104,30,0.41,2.03,10/10/2024,12:00,8,20,79,185,185
633,37.3,104.8,94.2,31,0.41,2.13,10/10/2024,13:00,6,19,76,178,178
712,39.5,120.7,79.2,31,0.4,2.14,10/10/2024,14:00,7,20,84,168,168
618,38,90.8,65.6,31,0.4,2.25,10/10/2024,15:00,6,19,69,158,158
777,38.8,80,64.4,30,0.41,2.34,10/10/2024,16:00,8,19,63,157,157
988,38.5,92.3,70.4,29,0.48,2.07,10/10/2024,17:00,10,19,69,161,161
1400,38.5,113.1,83.2,28,0.5,2.27,10/10/2024,18:00,14,19,80,170,170
1480,38.2,111.1,94.8,27,0.55,3.17,10/10/2024,19:00,15,19,79,179,179
1120,38.6,113.6,99.5,27,0.69,3.73,10/10/2024,20:00,11,19,80,182,182
2090,41,128.2,98.4,26,0.72,3.22,10/10/2024,21:00,21,21,87,181,181
1340,40,111.7,102,26,0.72,3.16,10/10/2024,22:00,13,20,79,184,184
1440,39.6,112.5,112,26,0.71,2.91,10/10/2024,23:00,14,20,79,191,191
1500,38.5,113.9,105,26,0.71,2.57,10/11/2024,0:00,15,19,80,186,186
990,39.6,106.7,92.8,26,0.71,2.21,10/11/2024,1:00,10,20,77,177,177
855,39.4,110.1,89.8,26,0.72,1.8,10/11/2024,2:00,8,20,78,175,175
619,40.5,109.5,82.6,25,0.72,1.54,10/11/2024,3:00,6,20,78,170,170
660,40,109.8,81.5,24,0.73,1.53,10/11/2024,4:00,7,20,78,169,169
689,40.3,114.8,84.5,23,0.73,1.31,10/11/2024,5:00,7,20,81,171,171
936,41.3,118.1,87.3,23,0.74,1.07,10/11/2024,6:00,9,21,82,173,173
1260,41.7,108.8,106,23,0.7,1,10/11/2024,7:00,13,21,78,186,186
1680,40.6,109.9,128,25,0.61,0.91,10/11/2024,8:00,17,20,78,203,203
1280,40.3,112.6,130,27,0.54,0.54,10/11/2024,9:00,13,20,80,205,205
1160,38.1,112.6,122,29,0.49,0.64,10/11/2024,10:00,12,19,80,198,198
1070,37.4,117.3,98.9,30,0.45,0.71,10/11/2024,11:00,11,19,82,181,181
1160,38.9,114.8,85.5,31,0.42,1.28,10/11/2024,12:00,12,20,81,172,172
851,36.9,112.1,82.3,32,0.41,1.64,10/11/2024,13:00,8,19,79,170,170
970,38.4,126.9,74.6,31,0.4,1.93,10/11/2024,14:00,10,19,87,164,164
1010,39,116.2,72,31,0.4,2.15,10/11/2024,15:00,10,20,81,163,163
1050,37.6,124.5,76.8,31,0.41,2.36,10/11/2024,16:00,10,19,85,166,166
1410,37.2,124,84.1,30,0.48,2.38,10/11/2024,17:00,14,19,85,171,171
2140,39,116.9,87.1,29,0.55,4.18,10/11/2024,18:00,21,20,82,173,173
2160,39.3,109.7,85,28,0.58,4.91,10/11/2024,19:00,21,20,78,172,172
1420,39,117.6,91.3,27,0.61,4.35,10/11/2024,20:00,14,20,82,176,176
1170,38.7,126.6,101,27,0.63,3.98,10/11/2024,21:00,12,19,86,183,183
1230,39,114.8,104,27,0.65,3.53,10/11/2024,22:00,12,20,81,185,185
1050,39.3,129.7,102,27,0.67,3.02,10/11/2024,23:00,10,20,88,184,184
899,39.6,121.8,97,26,0.69,2.44,10/12/2024,0:00,9,20,84,180,180
702,37.8,126.4,93,26,0.72,2.37,10/12/2024,1:00,7,19,86,177,177
735,38.6,105.6,88.2,25,0.74,2.2,10/12/2024,2:00,7,19,76,174,174
615,38.7,109.2,78.8,24,0.76,2.23,10/12/2024,3:00,6,19,78,167,167
659,38,80.3,69.6,24,0.79,2.25,10/12/2024,4:00,7,19,64,161,161
993,37.6,102.3,65.2,23,0.81,2.09,10/12/2024,5:00,10,19,74,158,158
1140,40.5,111,68.5,23,0.83,1.88,10/12/2024,6:00,11,20,79,160,160
1390,39.7,103,91.4,23,0.78,1.4,10/12/2024,7:00,14,20,75,176,176
1720,39.2,99.9,115,25,0.71,1.66,10/12/2024,8:00,17,20,73,193,193
1350,39.1,116.8,108,27,0.65,1.86,10/12/2024,9:00,13,20,82,188,188
1180,38.3,93.8,88.2,29,0.58,2.11,10/12/2024,10:00,12,19,70,174,174
948,37.7,105.4,82.1,30.67,0.52,2.06,10/12/2024,11:00,9,19,76,170,170
994,39,96.5,77.2,31,0.5,2.16,10/12/2024,12:00,10,20,72,166,166
689,38.7,95,76.4,31,0.5,2.46,10/12/2024,13:00,7,19,71,166,166
758,37.6,78.4,72.4,32,0.59,4.03,10/12/2024,14:00,8,19,63,163,163
577,37.3,63.5,66.3,32,0.64,3.9,10/12/2024,15:00,6,19,55,159,159
618,38.8,62.2,60.2,31,0.57,3.94,10/12/2024,16:00,6,19,55,154,154
845,37.2,71.3,63.2,31,0.63,4.4,10/12/2024,17:00,8,19,59,156,156
1300,38.8,76.5,65.7,30,0.66,4.15,10/12/2024,18:00,13,19,62,158,158
1280,37.8,78,64.1,29,0.71,3.83,10/12/2024,19:00,13,19,62,157,157
1060,41.4,95.5,72.1,28,0.74,3.66,10/12/2024,20:00,11,21,71,163,163
696,38.5,103.9,85.5,27,0.79,3.15,10/12/2024,21:00,7,19,75,172,172
653,35.8,95.5,85.3,27,0.81,2.73,10/12/2024,22:00,6,18,71,172,172
710,37.4,92.2,82.5,26,0.83,2.49,10/12/2024,23:00,7,19,69,170,170
1040,39.1,95.9,74.4,27,0.85,2.23,10/13/2024,0:00,10,20,71,164,164
730,37.9,108.7,73.7,26,0.86,2.06,10/13/2024,1:00,7,19,78,164,164
746,39,88.5,69.7,25,0.87,1.96,10/13/2024,2:00,7,20,68,161,161
1230,37.2,80.8,57,25,0.88,1.76,10/13/2024,3:00,12,19,64,152,152
1330,37.5,73.3,48.2,24,0.89,1.72,10/13/2024,4:00,13,19,60,132,132
874,37.1,64.2,46.7,25,0.89,1.47,10/13/2024,5:00,9,19,56,129,129
961,38.6,63,46,24,0.88,1.22,10/13/2024,6:00,10,19,55,127,127
994,37.9,70.8,50.5,24,0.82,1.39,10/13/2024,7:00,10,19,59,138,138
1290,39.2,92.7,70.8,26,0.75,1.36,10/13/2024,8:00,13,20,70,162,162
964,38.9,94.6,79.7,28,0.7,1.75,10/13/2024,9:00,10,20,71,168,168
816,38.5,76.7,67.3,29,0.6,2.07,10/13/2024,10:00,8,19,62,159,159
625,38.1,77.9,63,30,0.54,2.1,10/13/2024,11:00,6,19,62,156,156
816,39.1,73.5,54.4,31,0.53,2.11,10/13/2024,12:00,8,20,60,148,148
701,38.5,78.7,58.2,31,0.53,2.5,10/13/2024,13:00,7,19,63,153,153
709,38.9,62,55,32,0.61,3.55,10/13/2024,14:00,7,20,54,149,149
615,37.7,57.7,48.7,32,0.64,3.17,10/13/2024,15:00,6,19,52,134,134
725,39.1,47.1,47.7,32,0.6,3.12,10/13/2024,16:00,7,20,44,131,131
696,37.9,60.6,50.6,31,0.64,3.69,10/13/2024,17:00,7,19,54,138,138
